RRC_TNM_ph,RRC_TNM_nri,RRC_duration,RRC_credit,RRC_rate,RRC_residence,RRC_age,RRC_nocredit,RRC_liable,RRC_TNM_check_status,RRC_TNM_history,RRC_TNM_purpose,RRC_TNM_bonds,RRC_TNM_jobex,RRC_TNM_s_status,RRC_TNM_guarantor,RRC_TNM_property,RRC_TNM_install,RRC_TNM_house,RRC_TNM_job,R01_credibility
1.2139902295,-0.1959162514,3.2421926843,1.2628672656,0.0241348403,1.0464630541,2.4134390439,1.0265652438,-0.428075368,-1.2539382097,0.4200828648,2.0892184419,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,-0.2407367666,-0.481184772,0.0241348403,0.1404344358,0.0399104439,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,2.0892184419,1.1993499201,-1.1454049792,1.8613714276,-0.3035338526,-1.2930759524,-2.3738626064,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,0.2652539124,-0.8697481336,-0.7655941825,-0.7512657561,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,-0.9566311996,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.2407367666,0.9192291432,-0.8697481336,-0.7655941825,-0.4875403561,1.0265652438,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.7111034745,0.9180178142,1.0464630541,1.8859882439,-0.7045734472,-0.428075368,1.1314864124,1.3433419082,2.0892184419,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,-1.7486604086,-1.3830793904,0
1.2139902295,-0.1959162514,-0.7382981167,-0.6367075923,0.9180178142,-1.6716228008,-0.2238149561,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,-0.3408845294,-2.3738626064,0.1336435834,1.6768307653,0
-0.8229061287,-0.1959162514,1.998289309,0.522451105,0.9180178142,-0.7655941825,-0.9270826895,1.0265652438,-0.428075368,-0.458796669,1.3433419082,0.2639358612,-0.6993570774,-1.1454049792,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,1
1.2139902295,-0.1959162514,2.247069984,1.005670073,-1.7636311075,0.1404344358,-0.3996318895,-0.7045734472,-0.428075368,1.1314864124,1.3433419082,1.3591054096,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.4149370102,0.9180178142,-0.7655941825,0.1278189105,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,1.7898030616,-1.2930759524,-0.9566311996,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,-0.9041519001,-0.7249198526,-0.8697481336,-0.7655941825,0.1278189105,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,0.6289923773,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.9870787918,-0.9966419555,0.9180178142,0.1404344358,-1.0149911562,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.7543859337,-0.3323930076,0.9180178142,-0.7655941825,-0.4875403561,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,0.5664475876,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,1.6768307653,0
1.2139902295,-0.1959162514,-0.7382981167,-0.7486556817,0.0241348403,-1.6716228008,-0.8391742228,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,0.5664475876,-0.3178002254,-2.3754375881,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.2407367666,1.0389710869,-0.8697481336,1.0464630541,0.7431781772,-0.7045734472,2.3337011999,-0.458796669,0.4200828648,0.9940488935,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,0.7543859337,1.0329485631,-1.7636311075,1.0464630541,-1.0149911562,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-0.8312336873,-0.0664547449,0.5098045283,1.8613714276,-0.3035338526,0.6113068936,0.4606002072,-1.7486604086,0.1468756875,0
-0.8229061287,-0.1959162514,2.247069984,1.0173608544,0.9180178142,1.0464630541,1.9738967106,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-0.8312336873,-0.6993570774,1.3374092821,-0.9631679162,-0.3035338526,1.5634983166,-0.9566311996,2.0159475755,-1.3830793904,1
-0.8229061287,-0.1959162514,-0.8212250084,-0.6654031469,0.9180178142,1.0464630541,-0.0479980228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,-1.1962902034,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,1.6768307653,0
-0.8229061287,-0.1959162514,1.2519472838,-0.3444380552,0.9180178142,1.0464630541,0.3036358439,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,0.5664475876,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-1.2358594668,-0.6799280572,-1.7636311075,-0.7655941825,-1.1028996228,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.8312336873,0.5664475876,-1.973009733,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,-1.7486604086,-2.9130344683,0
-0.8229061287,-0.1959162514,-0.8212250084,1.401739579,-1.7636311075,1.0464630541,0.3036358439,1.0265652438,-0.428075368,1.1314864124,1.3433419082,-1.1962902034,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.4245021951,0.9180178142,-0.7655941825,-0.6633572895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.0664547449,-0.3178002254,-0.9631679162,1.7898030616,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,-0.3323930076,0.9180178142,-0.7655941825,-0.5754488228,-0.7045734472,-0.428075368,-0.458796669,0.4200828648,-0.101120655,1.8322522527,-1.1454049792,0.4491017557,-0.3035338526,-0.3408845294,-2.3738626064,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,0.5056052586,0.9543014877,-1.7636311075,-0.7655941825,-0.4875403561,1.0265652438,-0.428075368,-0.458796669,0.4200828648,-0.8312336873,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,1.6768307653,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.7118120067,0.0241348403,-0.7655941825,-0.9270826895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.2407367666,0.0378150726,-0.8697481336,-1.6716228008,-0.3996318895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.8312336873,1.8322522527,-0.3178002254,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,1.2519472838,-0.370653747,0.9180178142,1.0464630541,1.8859882439,1.0265652438,-0.428075368,-0.458796669,0.4200828648,-1.1962902034,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,0.1468756875,1
-0.8229061287,-0.1959162514,-1.2358594668,-0.8815054712,-1.7636311075,-0.7655941825,-0.8391742228,-0.7045734472,2.3337011999,1.1314864124,-1.4264352221,-1.1962902034,1.8322522527,-0.3178002254,0.4491017557,3.8831399758,-1.2930759524,-0.9566311996,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,-0.7382981167,1.1324973387,-0.8697481336,-1.6716228008,1.4464459106,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,1.8322522527,-1.973009733,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,1.6768307653,1
-0.8229061287,-0.1959162514,1.2519472838,2.2300137337,-0.8697481336,-0.7655941825,-0.3996318895,1.0265652438,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,0.6113068936,-0.9566311996,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.4641799989,0.0241348403,-0.7655941825,-1.1028996228,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,-1.1962902034,-0.6993570774,1.3374092821,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,1.6768307653,0
1.2139902295,-0.1959162514,1.2519472838,1.0478277395,0.9180178142,1.0464630541,-1.1028996228,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,1.7898030616,1.5634983166,0.4606002072,-1.7486604086,-1.3830793904,1
1.2139902295,-0.1959162514,-0.9870787918,-0.6661116791,-0.8697481336,-1.6716228008,-0.7512657561,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,2.0892184419,-0.6993570774,-0.3178002254,1.8613714276,-0.3035338526,-1.2930759524,-2.3738626064,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.4895174416,-0.6143888277,0.9180178142,1.0464630541,1.2706289772,1.0265652438,-0.428075368,-0.458796669,1.3433419082,0.2639358612,1.8322522527,1.3374092821,0.4491017557,3.8831399758,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,1.2519472838,-0.4670141278,0.9180178142,1.0464630541,2.2376221106,-0.7045734472,-0.428075368,-0.458796669,-2.3496942655,2.0892184419,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,1
1.2139902295,-0.1959162514,2.247069984,3.9499756761,-0.8697481336,-0.7655941825,-0.9270826895,-0.7045734472,-0.428075368,-0.458796669,-2.3496942655,2.0892184419,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,0.2568245836,-0.0319753502,0.9180178142,1.0464630541,-0.8391742228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,0.5056052586,0.6797452559,0.9180178142,1.0464630541,1.0948120439,4.4888426257,2.3337011999,1.1314864124,-0.5031761787,0.9940488935,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.3897841167,-0.8697481336,-0.7655941825,-0.5754488228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.8021498636,0.9180178142,-1.6716228008,-1.1908080895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,1.1993499201,-0.3178002254,1.8613714276,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,1.2519472838,-0.5144857859,0.9180178142,1.0464630541,0.1278189105,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,1.3591054096,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,1.5634983166,-0.9566311996,2.0159475755,0.1468756875,1
-0.8229061287,-0.1959162514,1.2519472838,-0.3107827752,0.9180178142,1.0464630541,-0.9270826895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,1.8322522527,-0.3178002254,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,1.2519472838,1.7223504045,-1.7636311075,-0.7655941825,-0.4875403561,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.8312336873,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,-0.3408845294,-2.3738626064,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-1.1529325751,-0.9002815748,0.9180178142,-0.7655941825,0.9189951105,1.0265652438,-0.428075368,1.1314864124,1.3433419082,0.2639358612,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,-1.7486604086,-1.3830793904,0
1.2139902295,-0.1959162514,-1.0700056834,-0.746530085,0.0241348403,1.0464630541,1.3585374439,1.0265652438,2.3337011999,-1.2539382097,1.3433419082,-0.4661771711,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,1.6768307653,0
-0.8229061287,-0.1959162514,1.7495086339,0.9504045605,-0.8697481336,-1.6716228008,0.4794527772,1.0265652438,-0.428075368,-0.458796669,1.3433419082,2.0892184419,-0.6993570774,0.5098045283,-0.9631679162,-0.3035338526,-1.2930759524,-2.3738626064,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,1.2519472838,-0.4585117412,0.9180178142,1.0464630541,0.3915443105,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,1.3591054096,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,1.6768307653,1
-0.8229061287,-0.1959162514,-0.7382981167,-0.6182857548,0.9180178142,1.0464630541,2.6771644439,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-0.8312336873,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,0
-0.8229061287,-0.1959162514,1.7495086339,0.2457692766,0.9180178142,0.1404344358,-0.1359064895,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,0.2639358612,-0.6993570774,-1.1454049792,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-0.8212250084,0.5313077576,-0.8697481336,1.0464630541,1.3585374439,-0.7045734472,-0.428075368,-0.458796669,0.4200828648,0.2639358612,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,2.7446313342,2.18395914,-0.8697481336,-0.7655941825,0.3036358439,-0.7045734472,2.3337011999,1.1314864124,-2.3496942655,-0.8312336873,1.8322522527,-0.3178002254,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,0.7543859337,0.1986518846,-0.8697481336,-1.6716228008,-1.1908080895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,1.8613714276,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,0.2568245836,0.9465076333,-1.7636311075,-1.6716228008,0.7431781772,1.0265652438,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,1.8322522527,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,-0.4895174416,-0.7291710458,0.9180178142,0.1404344358,1.0069035772,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,0.5664475876,1.3374092821,0.4491017557,-0.3035338526,-0.3408845294,-0.9566311996,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.6034065784,0.0241348403,1.0464630541,-1.0149911562,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,2.0892184419,-0.0664547449,-0.3178002254,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,-1.7486604086,-1.3830793904,0
1.2139902295,-0.1959162514,0.2568245836,-0.5371588166,0.9180178142,1.0464630541,1.9738967106,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.4661771711,-0.6993570774,1.3374092821,-0.9631679162,3.8831399758,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.9041519001,-0.3387697975,0.0241348403,1.0464630541,1.4464459106,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,0.2639358612,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,-0.7382981167,-0.6586720908,0.9180178142,-0.7655941825,-0.5754488228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,2.0892184419,-0.6993570774,-0.3178002254,-0.9631679162,3.8831399758,-1.2930759524,0.4606002072,0.1336435834,1.6768307653,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.7001212252,0.9180178142,-1.6716228008,-0.7512657561,1.0265652438,-0.428075368,-0.458796669,1.3433419082,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,1.2519472838,3.3091082912,-1.7636311075,1.0464630541,1.0069035772,-0.7045734472,2.3337011999,-0.458796669,-0.5031761787,1.3591054096,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,0.1468756875,1
1.2139902295,-0.1959162514,-0.2407367666,-0.3621513605,0.9180178142,0.1404344358,-0.4875403561,-0.7045734472,2.3337011999,-1.2539382097,-0.5031761787,-1.1962902034,-0.0664547449,0.5098045283,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,1.6768307653,0
